parameter_id,frequency_band,variable,TO,FROM,NET,average_TCI
P3_H10_S2,short_term,r_ai,35.87704243242644,35.013751238921344,0.8632911935050941,28.87891822305216
P3_H10_S2,short_term,r_coal,36.26026013879445,35.179813121737965,1.0804470170564815,28.87891822305216
P3_H10_S2,short_term,r_electricity,33.17541772100738,30.07245689082853,3.1029608301788505,28.87891822305216
P3_H10_S2,short_term,r_gas,15.735297005259444,18.11706537945917,-2.3817683741997255,28.87891822305216
P3_H10_S2,short_term,r_gold,24.68894857144611,26.329071058910056,-1.6401224874639435,28.87891822305216
P3_H10_S2,short_term,r_wti,27.536543469379115,28.561351648455872,-1.0248081790767571,28.87891822305216
P3_H10_S3,long_term,r_ai,42.30794296499222,30.58090025468939,11.727042710302836,29.184016394925177
P3_H10_S3,long_term,r_coal,36.36932806927904,33.31623098759353,3.053097081685513,29.184016394925177
P3_H10_S3,long_term,r_electricity,33.07172743091058,32.88640002663059,0.18532740427999048,29.184016394925177
P3_H10_S3,long_term,r_gas,14.877589456973425,18.797397054331302,-3.919807597357876,29.184016394925177
P3_H10_S3,long_term,r_gold,21.825908327328264,29.309067429545017,-7.483159102216756,29.184016394925177
P3_H10_S3,long_term,r_wti,26.65160212006751,30.214102616761217,-3.562500496693708,29.184016394925177
P3_H10_S3,medium_term,r_ai,40.56805609793241,32.692940776984635,7.875115320947779,29.529615113099876
P3_H10_S3,medium_term,r_coal,40.70883275956775,32.22691129503866,8.481921464529078,29.529615113099876
P3_H10_S3,medium_term,r_electricity,33.19489292145698,31.268269604381192,1.9266233170757916,29.529615113099876
P3_H10_S3,medium_term,r_gas,14.208961917292509,19.67555486330913,-5.466592946016623,29.529615113099876
P3_H10_S3,medium_term,r_gold,22.52638272044201,28.558952639196207,-6.032569918754193,29.529615113099876
P3_H10_S3,medium_term,r_wti,25.970564261907622,32.755061499689454,-6.784497237781832,29.529615113099876
P3_H10_S3,short_term,r_ai,35.56256815067354,35.12725344419834,0.435314706475196,28.74575360308964
P3_H10_S3,short_term,r_coal,35.23409117474206,35.516042062743765,-0.2819508880017058,28.74575360308964
